Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,casa_forma_punti,casa_forma_media_punti,casa_forma_gol_fatti,casa_forma_gol_subiti,casa_forma_media_gol_fatti,casa_forma_media_gol_subiti,casa_home_punti,casa_home_media_punti,casa_home_gol_fatti,casa_home_gol_subiti,casa_home_media_gol_fatti,casa_home_media_gol_subiti,trasferta_forma_punti,trasferta_forma_media_punti,trasferta_forma_gol_fatti,trasferta_forma_gol_subiti,trasferta_forma_media_gol_fatti,trasferta_forma_media_gol_subiti,trasferta_away_punti,trasferta_away_media_punti,trasferta_away_gol_fatti,trasferta_away_gol_subiti,trasferta_away_media_gol_fatti,trasferta_away_media_gol_subiti,h2h_vittorie_casa,h2h_vittorie_trasferta,h2h_pareggi,h2h_partite,differenza_forma_punti,differenza_attacco,differenza_difesa,casa_home_vs_trasferta_away_punti
2021-05-16,Parma,Sassuolo,1,3,A,0,0.0,6,14,1.2,2.8,4,0.4,12,25,1.2,2.5,10,2.0,7,6,1.4,1.2,13,1.3,13,16,1.3,1.6,0,0,1,1,-2.0,0.0,-1.4,-0.9
2021-05-16,Milan,Cagliari,0,0,D,9,1.8,13,5,2.6,1.0,14,1.4,13,12,1.3,1.2,11,2.2,8,4,1.6,0.8,11,1.1,10,10,1.0,1.0,1,0,0,1,-0.40000000000000013,1.8,0.6000000000000001,0.2999999999999998
2021-05-17,Verona,Bologna,2,2,D,2,0.4,4,7,0.8,1.4,12,1.2,11,13,1.1,1.3,3,0.6,5,12,1.0,2.4,8,0.8,9,18,0.9,1.8,0,1,0,1,-0.19999999999999996,-1.5999999999999999,-0.3999999999999999,0.3999999999999999
2021-05-18,Lazio,Torino,0,0,D,9,1.8,8,7,1.6,1.4,30,3.0,25,10,2.5,1.0,4,0.8,3,14,0.6,2.8,10,1.0,12,18,1.2,1.8,1,0,0,1,1.0,-1.1999999999999997,-0.7999999999999999,2.0
2021-05-22,Cagliari,Genoa,0,1,A,9,1.8,7,4,1.4,0.8,11,1.1,10,15,1.0,1.5,6,1.2,11,10,2.2,2.0,11,1.1,12,14,1.2,1.4,0,1,0,1,0.6000000000000001,-0.6000000000000001,1.4000000000000001,0.0
2021-05-22,Crotone,Fiorentina,0,0,D,7,1.4,7,12,1.4,2.4,9,0.9,14,19,1.4,1.9,6,1.2,6,6,1.2,1.2,10,1.0,13,19,1.3,1.9,0,1,0,1,0.19999999999999996,0.19999999999999996,-1.2,-0.09999999999999998
2021-05-22,Sampdoria,Parma,3,0,H,7,1.4,6,8,1.2,1.6,17,1.7,14,13,1.4,1.3,0,0.0,6,14,1.2,2.8,4,0.4,13,21,1.3,2.1,1,0,0,1,1.4,-1.5999999999999999,-0.40000000000000013,1.2999999999999998
2021-05-23,Torino,Benevento,1,1,D,5,1.0,3,12,0.6,2.4,13,1.3,11,17,1.1,1.7,1,0.2,4,12,0.8,2.4,6,0.6,9,23,0.9,2.3,0,0,1,1,0.8,-1.7999999999999998,-1.5999999999999999,0.7000000000000001
2021-05-23,Spezia,Roma,2,2,D,5,1.0,8,10,1.6,2.0,18,1.8,18,14,1.8,1.4,6,1.2,10,8,2.0,1.6,5,0.5,8,21,0.8,2.1,0,1,0,1,-0.19999999999999996,0.0,0.0,1.3
2021-05-23,Napoli,Verona,1,1,D,13,2.6,14,3,2.8,0.6,26,2.6,30,9,3.0,0.9,3,0.6,5,7,1.0,1.4,7,0.7,12,17,1.2,1.7,0,1,0,1,2.0,1.4,0.4,1.9000000000000001
2021-05-23,Sassuolo,Lazio,2,0,H,10,2.0,8,6,1.6,1.2,14,1.4,17,16,1.7,1.6,7,1.4,5,7,1.0,1.4,12,1.2,11,18,1.1,1.8,0,1,0,1,0.6000000000000001,0.20000000000000018,-0.19999999999999996,0.19999999999999996
2021-05-23,Atalanta,Milan,0,2,A,13,2.6,17,6,3.4,1.2,23,2.3,27,12,2.7,1.2,10,2.0,12,3,2.4,0.6,24,2.4,24,10,2.4,1.0,1,0,0,1,0.6000000000000001,2.8,1.2,-0.10000000000000009
2021-05-23,Inter,Udinese,5,1,H,12,2.4,13,5,2.6,1.0,30,3.0,25,4,2.5,0.4,4,0.8,7,11,1.4,2.2,12,1.2,15,20,1.5,2.0,0,0,1,1,1.5999999999999999,0.3999999999999999,0.3999999999999999,1.8
2021-05-23,Bologna,Juventus,1,4,A,3,0.6,6,13,1.2,2.6,15,1.5,16,12,1.6,1.2,10,2.0,9,8,1.8,1.6,15,1.5,14,11,1.4,1.1,0,1,0,1,-1.4,-0.40000000000000013,-0.8,0.0
2021-08-21,Inter,Genoa,4,0,H,12,2.4,17,6,3.4,1.2,30,3.0,28,5,2.8,0.5,6,1.2,10,10,2.0,2.0,13,1.3,13,14,1.3,1.4,2,0,0,2,1.2,1.4,0.8,1.7
2021-08-21,Verona,Sassuolo,2,3,A,4,0.8,6,7,1.2,1.4,10,1.0,11,14,1.1,1.4,10,2.0,9,6,1.8,1.2,16,1.6,15,14,1.5,1.4,0,2,0,2,-1.2,0.0,0.40000000000000013,-0.6000000000000001
2021-08-21,Torino,Atalanta,1,2,A,3,0.6,3,13,0.6,2.6,13,1.3,12,18,1.2,1.8,10,2.0,12,8,2.4,1.6,23,2.3,22,10,2.2,1.0,0,1,1,2,-1.4,-1.0,-0.20000000000000018,-0.9999999999999998
2021-08-22,Udinese,Juventus,2,2,D,1,0.2,4,14,0.8,2.8,11,1.1,7,7,0.7,0.7,12,2.4,12,8,2.4,1.6,18,1.8,18,10,1.8,1.0,0,2,0,2,-2.1999999999999997,-0.8,-0.3999999999999999,-0.7
2021-08-22,Roma,Fiorentina,3,1,H,7,1.4,10,7,2.0,1.4,22,2.2,21,9,2.1,0.9,6,1.2,5,5,1.0,1.0,11,1.1,13,13,1.3,1.3,2,0,0,2,0.19999999999999996,1.0,-0.3999999999999999,1.1
2021-08-23,Cagliari,Spezia,2,2,D,6,1.2,4,3,0.8,0.6,11,1.1,10,14,1.0,1.4,6,1.2,10,10,2.0,2.0,5,0.5,11,25,1.1,2.5,0,1,1,2,0.0,-1.2,1.4,0.6000000000000001
2021-08-23,Sampdoria,Milan,0,1,A,10,2.0,9,7,1.8,1.4,17,1.7,15,12,1.5,1.2,13,2.6,14,0,2.8,0.0,24,2.4,24,10,2.4,1.0,0,1,1,2,-0.6000000000000001,1.8,1.4,-0.7
2021-08-27,Verona,Inter,1,3,A,3,0.6,7,9,1.4,1.8,7,0.7,10,16,1.0,1.6,12,2.4,19,6,3.8,1.2,21,2.1,16,7,1.6,0.7,0,2,0,2,-1.7999999999999998,0.19999999999999996,1.9999999999999998,-1.4000000000000001
2021-08-28,Atalanta,Bologna,0,0,D,12,2.4,13,8,2.6,1.6,22,2.2,27,14,2.7,1.4,5,1.0,7,11,1.4,2.2,9,0.9,11,18,1.1,1.8,1,0,1,2,1.4,0.3999999999999999,-0.20000000000000018,1.3000000000000003
2021-08-28,Lazio,Spezia,6,1,H,7,1.4,4,5,0.8,1.0,28,2.8,22,10,2.2,1.0,6,1.2,11,11,2.2,2.2,6,0.6,10,23,1.0,2.3,2,0,0,2,0.19999999999999996,-1.4000000000000001,1.2000000000000002,2.1999999999999997
2021-08-28,Fiorentina,Torino,2,1,H,5,1.0,3,5,0.6,1.0,11,1.1,16,17,1.6,1.7,2,0.4,3,14,0.6,2.8,11,1.1,12,16,1.2,1.6,1,0,1,2,0.6,-2.1999999999999997,-0.4,0.0
2021-08-29,Genoa,Napoli,1,2,A,6,1.2,7,10,1.4,2.0,14,1.4,16,14,1.6,1.4,13,2.6,14,3,2.8,0.6,19,1.9,20,12,2.0,1.2,1,1,0,2,-1.4000000000000001,0.7999999999999999,0.7999999999999998,-0.5
2021-08-29,Sassuolo,Sampdoria,0,0,D,12,2.4,11,7,2.2,1.4,16,1.6,18,15,1.8,1.5,7,1.4,7,8,1.4,1.6,12,1.2,9,13,0.9,1.3,2,0,0,2,1.0,0.6000000000000001,0.0,0.40000000000000013
2021-08-29,Milan,Cagliari,4,1,H,13,2.6,13,0,2.6,0.0,12,1.2,11,12,1.1,1.2,6,1.2,5,4,1.0,0.8,12,1.2,10,9,1.0,0.9,1,0,1,2,1.4000000000000001,1.8,1.0,0.0
2021-09-11,Napoli,Juventus,2,1,H,13,2.6,12,3,2.4,0.6,24,2.4,25,10,2.5,1.0,10,2.0,12,7,2.4,1.4,16,1.6,18,12,1.8,1.2,1,1,0,2,0.6000000000000001,1.0,1.7999999999999998,0.7999999999999998
2021-09-11,Atalanta,Fiorentina,1,2,A,10,2.0,8,6,1.6,1.2,23,2.3,26,11,2.6,1.1,5,1.0,3,6,0.6,1.2,10,1.0,13,15,1.3,1.5,2,0,0,2,1.0,0.40000000000000013,-0.6,1.2999999999999998
2021-09-12,Milan,Lazio,2,0,H,13,2.6,14,1,2.8,0.2,15,1.5,15,10,1.5,1.0,7,1.4,9,6,1.8,1.2,9,0.9,9,20,0.9,2.0,1,1,0,2,1.2000000000000002,1.5999999999999999,1.6,0.6
2021-09-12,Roma,Sassuolo,2,1,H,10,2.0,12,6,2.4,1.2,22,2.2,20,7,2.0,0.7,10,2.0,9,6,1.8,1.2,19,1.9,17,14,1.7,1.4,0,0,2,2,0.0,1.2,0.6000000000000001,0.30000000000000027
2021-09-12,Spezia,Udinese,0,1,A,6,1.2,11,13,2.2,2.6,16,1.6,18,15,1.8,1.5,4,0.8,7,13,1.4,2.6,12,1.2,15,23,1.5,2.3,1,1,0,2,0.3999999999999999,-0.3999999999999999,-1.2000000000000002,0.40000000000000013
2021-09-12,Cagliari,Genoa,2,3,A,3,0.6,3,7,0.6,1.4,11,1.1,11,15,1.1,1.5,6,1.2,7,10,1.4,2.0,10,1.0,10,18,1.0,1.8,0,2,0,2,-0.6,-1.4,0.0,0.10000000000000009
2021-09-12,Sampdoria,Inter,2,2,D,8,1.6,6,3,1.2,0.6,17,1.7,15,11,1.5,1.1,12,2.4,17,6,3.4,1.2,23,2.3,19,8,1.9,0.8,1,1,0,2,-0.7999999999999998,0.0,2.8,-0.5999999999999999
2021-09-13,Bologna,Verona,1,0,H,5,1.0,6,10,1.2,2.0,15,1.5,18,16,1.8,1.6,2,0.4,7,11,1.4,2.2,8,0.8,13,17,1.3,1.7,1,0,1,2,0.6,-1.0000000000000002,-0.6000000000000001,0.7
2021-09-17,Sassuolo,Torino,0,1,A,10,2.0,9,5,1.8,1.0,17,1.7,17,13,1.7,1.3,5,1.0,7,5,1.4,1.0,10,1.0,11,16,1.1,1.6,0,1,1,2,1.0,0.8,0.3999999999999999,0.7
2021-09-18,Genoa,Fiorentina,1,2,A,6,1.2,8,12,1.6,2.4,11,1.1,16,16,1.6,1.6,7,1.4,5,7,1.0,1.4,13,1.3,14,14,1.4,1.4,0,0,2,2,-0.19999999999999996,0.20000000000000018,-1.4,-0.19999999999999996
2021-09-18,Inter,Bologna,6,1,H,10,2.0,16,7,3.2,1.4,30,3.0,28,5,2.8,0.5,8,1.6,7,8,1.4,1.6,10,1.0,11,16,1.1,1.6,2,0,0,2,0.3999999999999999,1.6,0.0,2.0
2021-09-19,Lazio,Cagliari,2,2,D,7,1.4,9,6,1.8,1.2,28,2.8,26,10,2.6,1.0,2,0.4,5,10,1.0,2.0,12,1.2,11,12,1.1,1.2,2,0,0,2,0.9999999999999999,-0.19999999999999996,-0.19999999999999996,1.5999999999999999
2021-09-19,Verona,Roma,3,2,H,2,0.4,6,10,1.2,2.0,4,0.4,9,18,0.9,1.8,13,2.6,13,4,2.6,0.8,9,0.9,14,18,1.4,1.8,0,1,1,2,-2.2,0.3999999999999999,0.6000000000000001,-0.5
2021-09-19,Juventus,Milan,1,1,D,7,1.4,10,8,2.0,1.6,21,2.1,20,11,2.0,1.1,13,2.6,9,1,1.8,0.2,24,2.4,23,9,2.3,0.9,1,1,0,2,-1.2000000000000002,1.8,0.19999999999999996,-0.2999999999999998
2021-09-20,Udinese,Napoli,0,4,A,7,1.4,7,8,1.4,1.6,11,1.1,10,9,1.0,0.9,13,2.6,9,3,1.8,0.6,22,2.2,21,11,2.1,1.1,0,2,0,2,-1.2000000000000002,0.7999999999999999,0.19999999999999996,-1.1
2021-09-21,Fiorentina,Inter,1,3,A,10,2.0,7,6,1.4,1.2,11,1.1,16,17,1.6,1.7,13,2.6,20,5,4.0,1.0,21,2.1,19,10,1.9,1.0,0,2,0,2,-0.6000000000000001,0.3999999999999999,2.8,-1.0
2021-09-21,Bologna,Genoa,2,2,D,7,1.4,6,12,1.2,2.4,17,1.7,18,15,1.8,1.5,6,1.2,6,10,1.2,2.0,12,1.2,13,20,1.3,2.0,0,2,0,2,0.19999999999999996,-0.8,-1.2,0.5
2021-09-21,Atalanta,Sassuolo,2,1,H,7,1.4,4,5,0.8,1.0,22,2.2,24,10,2.4,1.0,7,1.4,6,5,1.2,1.0,18,1.8,17,15,1.7,1.5,1,0,1,2,0.0,-0.19999999999999996,0.19999999999999996,0.40000000000000013
2021-09-22,Spezia,Juventus,2,3,A,5,1.0,7,12,1.4,2.4,16,1.6,18,15,1.8,1.5,5,1.0,8,7,1.6,1.4,16,1.6,19,13,1.9,1.3,0,2,0,2,0.0,0.0,-0.7999999999999998,0.0
2021-09-23,Sampdoria,Napoli,0,4,A,8,1.6,8,3,1.6,0.6,15,1.5,15,12,1.5,1.2,13,2.6,11,3,2.2,0.6,25,2.5,23,7,2.3,0.7,0,2,0,2,-1.0,1.0,1.6,-1.0
2021-09-23,Torino,Lazio,1,1,D,7,1.4,8,5,1.6,1.0,14,1.4,16,19,1.6,1.9,7,1.4,11,8,2.2,1.6,9,0.9,8,19,0.8,1.9,0,1,1,2,0.0,0.0,1.2000000000000002,0.4999999999999999
2021-09-23,Roma,Udinese,1,0,H,10,2.0,13,7,2.6,1.4,22,2.2,19,7,1.9,0.7,7,1.4,7,11,1.4,2.2,12,1.2,15,23,1.5,2.3,2,0,0,2,0.6000000000000001,0.3999999999999999,0.0,1.0000000000000002
2021-09-25,Spezia,Milan,1,2,A,4,0.8,7,13,1.4,2.6,13,1.3,18,18,1.8,1.8,13,2.6,10,2,2.0,0.4,25,2.5,24,8,2.4,0.8,1,1,0,2,-1.8,0.9999999999999999,-0.6000000000000001,-1.2
2021-09-25,Inter,Atalanta,2,2,D,13,2.6,18,5,3.6,1.0,30,3.0,31,5,3.1,0.5,10,2.0,6,4,1.2,0.8,23,2.3,21,11,2.1,1.1,1,0,1,2,0.6000000000000001,2.8,0.19999999999999996,0.7000000000000002
2021-09-25,Genoa,Verona,3,3,D,4,0.8,7,12,1.4,2.4,8,0.8,15,17,1.5,1.7,4,0.8,8,11,1.6,2.2,9,0.9,14,15,1.4,1.5,0,0,2,2,0.0,-0.8000000000000003,-0.7999999999999998,-0.09999999999999998
2021-09-26,Lazio,Roma,3,2,H,8,1.6,12,7,2.4,1.4,26,2.6,27,12,2.7,1.2,12,2.4,12,5,2.4,1.0,8,0.8,16,21,1.6,2.1,1,1,0,2,-0.7999999999999998,1.4,1.0,1.8
2021-09-26,Udinese,Fiorentina,0,1,A,7,1.4,6,7,1.2,1.4,8,0.8,9,13,0.9,1.3,9,1.8,8,9,1.6,1.8,16,1.6,16,14,1.6,1.4,1,1,0,2,-0.40000000000000013,-0.6000000000000001,0.20000000000000018,-0.8
2021-09-26,Napoli,Cagliari,2,0,H,15,3.0,14,2,2.8,0.4,24,2.4,26,11,2.6,1.1,2,0.4,7,13,1.4,2.6,13,1.3,13,13,1.3,1.3,1,0,1,2,2.6,0.19999999999999973,0.9999999999999999,1.0999999999999999
2021-09-26,Juventus,Sampdoria,3,2,H,5,1.0,7,8,1.4,1.6,19,1.9,18,12,1.8,1.2,5,1.0,5,7,1.0,1.4,12,1.2,9,12,0.9,1.2,2,0,0,2,0.0,0.0,-0.6000000000000001,0.7
2021-10-02,Torino,Juventus,0,1,A,8,1.6,8,4,1.6,0.8,15,1.5,16,18,1.6,1.8,7,1.4,8,8,1.6,1.6,18,1.8,21,14,2.1,1.4,0,1,1,2,0.20000000000000018,0.0,0.8,-0.30000000000000004
2021-10-02,Sassuolo,Inter,1,2,A,4,0.8,3,5,0.6,1.0,18,1.8,14,10,1.4,1.0,11,2.2,16,7,3.2,1.4,21,2.1,19,11,1.9,1.1,0,2,0,2,-1.4000000000000001,-0.7999999999999999,2.2,-0.30000000000000004
2021-10-03,Bologna,Lazio,3,0,H,5,1.0,6,12,1.2,2.4,15,1.5,18,17,1.8,1.7,8,1.6,12,8,2.4,1.6,10,1.0,9,18,0.9,1.8,1,1,0,2,-0.6000000000000001,-0.40000000000000013,0.0,0.5
2021-10-03,Sampdoria,Udinese,3,3,D,5,1.0,7,9,1.4,1.8,15,1.5,15,14,1.5,1.4,6,1.2,4,6,0.8,1.2,12,1.2,15,21,1.5,2.1,2,0,0,2,-0.19999999999999996,0.19999999999999996,-1.0,0.30000000000000004
2021-10-03,Verona,Spezia,4,0,H,5,1.0,9,11,1.8,2.2,6,0.6,11,19,1.1,1.9,3,0.6,6,13,1.2,2.6,6,0.6,11,26,1.1,2.6,1,0,1,2,0.4,-0.8,-1.0000000000000002,0.0
2021-10-03,Fiorentina,Napoli,1,2,A,12,2.4,8,6,1.6,1.2,11,1.1,17,18,1.7,1.8,15,3.0,14,2,2.8,0.4,27,2.7,24,4,2.4,0.4,0,2,0,2,-0.6000000000000001,1.2000000000000002,1.5999999999999999,-1.6
2021-10-03,Atalanta,Milan,2,3,A,8,1.6,6,5,1.2,1.0,22,2.2,22,9,2.2,0.9,13,2.6,11,3,2.2,0.6,25,2.5,24,8,2.4,0.8,1,1,0,2,-1.0,0.6,1.2000000000000002,-0.2999999999999998
2021-10-16,Milan,Verona,3,2,H,13,2.6,10,4,2.0,0.8,18,1.8,15,7,1.5,0.7,8,1.6,12,8,2.4,1.6,9,0.9,15,16,1.5,1.6,1,0,1,2,1.0,0.3999999999999999,1.5999999999999999,0.9
2021-10-16,Lazio,Inter,3,1,H,5,1.0,6,10,1.2,2.0,26,2.6,29,14,2.9,1.4,11,2.2,15,7,3.0,1.4,21,2.1,19,11,1.9,1.1,0,1,1,2,-1.2000000000000002,-0.19999999999999996,1.0,0.5
2021-10-17,Cagliari,Sampdoria,3,1,H,2,0.4,5,10,1.0,2.0,9,0.9,13,19,1.3,1.9,5,1.0,10,12,2.0,2.4,12,1.2,11,14,1.1,1.4,1,0,1,2,-0.6,-1.4,0.0,-0.29999999999999993
2021-10-17,Genoa,Sassuolo,2,2,D,5,1.0,9,10,1.8,2.0,8,0.8,16,18,1.6,1.8,3,0.6,4,7,0.8,1.4,15,1.5,16,16,1.6,1.6,0,2,0,2,0.4,0.40000000000000013,-1.2,-0.7
2021-10-17,Udinese,Bologna,1,1,D,4,0.8,4,9,0.8,1.8,5,0.5,7,14,0.7,1.4,7,1.4,9,12,1.8,2.4,6,0.6,10,25,1.0,2.5,0,0,2,2,-0.5999999999999999,-1.5999999999999999,0.0,-0.09999999999999998
2021-10-17,Napoli,Torino,1,0,H,15,3.0,14,2,2.8,0.4,24,2.4,26,11,2.6,1.1,8,1.6,7,3,1.4,0.6,10,1.0,9,14,0.9,1.4,1,0,1,2,1.4,2.1999999999999997,0.9999999999999999,1.4
2021-10-17,Juventus,Roma,1,0,H,10,2.0,9,7,1.8,1.4,19,1.9,18,14,1.8,1.4,9,1.8,9,7,1.8,1.4,5,0.5,16,23,1.6,2.3,1,0,1,2,0.19999999999999996,0.40000000000000013,0.40000000000000013,1.4
2021-10-22,Torino,Genoa,3,2,H,5,1.0,3,4,0.6,0.8,12,1.2,13,17,1.3,1.7,3,0.6,8,10,1.6,2.0,13,1.3,15,19,1.5,1.9,1,0,1,2,0.4,-1.4,0.8,-0.10000000000000009
2021-10-22,Sampdoria,Spezia,2,1,H,4,0.8,9,13,1.8,2.6,15,1.5,16,15,1.6,1.5,6,1.2,7,11,1.4,2.2,6,0.6,11,27,1.1,2.7,0,1,1,2,-0.3999999999999999,-0.40000000000000013,-1.2000000000000002,0.9
2021-10-23,Bologna,Milan,2,4,A,5,1.0,9,13,1.8,2.6,15,1.5,18,16,1.8,1.6,13,2.6,11,6,2.2,1.2,25,2.5,25,10,2.5,1.0,0,2,0,2,-1.6,0.6000000000000001,-0.3999999999999999,-1.0
2021-10-24,Inter,Juventus,1,1,D,10,2.0,14,8,2.8,1.6,28,2.8,30,7,3.0,0.7,13,2.6,9,5,1.8,1.0,18,1.8,19,13,1.9,1.3,1,1,0,2,-0.6000000000000001,1.7999999999999998,0.19999999999999996,0.9999999999999998
2021-10-24,Verona,Lazio,4,1,H,8,1.6,14,10,2.8,2.0,9,0.9,15,17,1.5,1.7,8,1.6,9,9,1.8,1.8,10,1.0,8,18,0.8,1.8,1,1,0,2,0.0,0.9999999999999998,-0.19999999999999996,-0.09999999999999998
2021-10-24,Roma,Napoli,0,0,D,6,1.2,7,7,1.4,1.4,25,2.5,18,5,1.8,0.5,15,3.0,13,1,2.6,0.2,27,2.7,25,5,2.5,0.5,0,2,0,2,-1.8,1.2,1.2000000000000002,-0.20000000000000018
2021-10-24,Atalanta,Udinese,1,1,D,10,2.0,11,7,2.2,1.4,19,1.9,19,11,1.9,1.1,2,0.4,4,10,0.8,2.0,12,1.2,16,22,1.6,2.2,1,0,1,2,1.6,0.20000000000000018,-0.5999999999999999,0.7
2021-10-24,Fiorentina,Cagliari,3,0,H,6,1.2,5,7,1.0,1.4,8,0.8,15,20,1.5,2.0,5,1.0,6,8,1.2,1.6,10,1.0,11,15,1.1,1.5,1,0,1,2,0.19999999999999996,-0.6000000000000001,-0.19999999999999996,-0.19999999999999996
2021-10-26,Spezia,Genoa,1,1,D,3,0.6,6,12,1.2,2.4,14,1.4,18,18,1.8,1.8,3,0.6,9,11,1.8,2.2,10,1.0,15,21,1.5,2.1,0,2,0,2,0.0,-1.0000000000000002,-0.5999999999999999,0.3999999999999999
2021-10-26,Milan,Torino,1,0,H,15,3.0,14,7,2.8,1.4,20,2.0,17,8,1.7,0.8,5,1.0,5,6,1.0,1.2,10,1.0,7,11,0.7,1.1,2,0,0,2,2.0,1.5999999999999999,-0.3999999999999999,1.0
2021-10-27,Lazio,Fiorentina,1,0,H,7,1.4,8,11,1.6,2.2,26,2.6,29,13,2.9,1.3,6,1.2,6,6,1.2,1.2,15,1.5,12,13,1.2,1.3,1,1,0,2,0.19999999999999996,0.40000000000000013,-1.0000000000000002,1.1
2021-10-27,Cagliari,Roma,1,2,A,4,0.8,4,9,0.8,1.8,12,1.2,15,17,1.5,1.7,7,1.4,5,4,1.0,0.8,5,0.5,16,22,1.6,2.2,1,1,0,2,-0.5999999999999999,0.0,-0.8,0.7
2021-10-27,Sampdoria,Atalanta,1,3,A,4,0.8,8,14,1.6,2.8,15,1.5,17,16,1.7,1.6,8,1.6,11,8,2.2,1.6,24,2.4,25,13,2.5,1.3,1,1,0,2,-0.8,0.0,-0.5999999999999996,-0.8999999999999999
2021-10-27,Juventus,Sassuolo,1,2,A,13,2.6,9,5,1.8,1.0,19,1.9,16,13,1.6,1.3,7,1.4,8,7,1.6,1.4,16,1.6,18,16,1.8,1.6,2,0,0,2,1.2000000000000002,0.40000000000000013,0.6000000000000001,0.2999999999999998
2021-10-27,Udinese,Verona,1,1,D,3,0.6,5,7,1.0,1.4,6,0.6,8,14,0.8,1.4,8,1.6,15,9,3.0,1.8,6,0.6,14,19,1.4,1.9,1,1,0,2,-1.0,-0.8,1.6,0.0
2021-10-28,Napoli,Bologna,3,0,H,13,2.6,9,1,1.8,0.2,24,2.4,24,10,2.4,1.0,5,1.0,10,11,2.0,2.2,7,0.7,11,25,1.1,2.5,2,0,0,2,1.6,-0.40000000000000013,1.8,1.7
2021-10-30,Atalanta,Lazio,2,2,D,8,1.6,12,8,2.4,1.6,17,1.7,17,11,1.7,1.1,9,1.8,8,10,1.6,2.0,7,0.7,8,22,0.8,2.2,1,1,0,2,-0.19999999999999996,0.3999999999999999,0.0,1.0
2021-10-30,Verona,Juventus,2,1,H,8,1.6,14,8,2.8,1.6,12,1.2,19,16,1.9,1.6,10,2.0,7,5,1.4,1.0,18,1.8,18,12,1.8,1.2,0,0,2,2,-0.3999999999999999,1.7999999999999998,-0.20000000000000018,-0.6000000000000001
2021-10-30,Torino,Sampdoria,3,0,H,4,0.8,4,6,0.8,1.2,14,1.4,14,17,1.4,1.7,4,0.8,9,13,1.8,2.6,11,1.1,11,16,1.1,1.6,0,1,1,2,0.0,-1.8,0.6000000000000001,0.2999999999999998
2021-10-31,Roma,Milan,1,2,A,7,1.4,6,5,1.2,1.0,23,2.3,17,5,1.7,0.5,15,3.0,13,7,2.6,1.4,25,2.5,26,10,2.6,1.0,0,1,1,2,-1.6,-0.19999999999999996,1.6,-0.20000000000000018
2021-10-31,Salernitana,Napoli,0,1,A,6,1.2,6,8,1.2,1.6,4,0.8,5,11,1.0,2.2,13,2.6,8,1,1.6,0.2,25,2.5,23,5,2.3,0.5,0,0,0,0,-1.4000000000000001,1.0,0.0,-1.7
2021-10-31,Sassuolo,Empoli,1,2,A,10,2.0,9,6,1.8,1.2,17,1.7,13,9,1.3,0.9,6,1.2,9,12,1.8,2.4,9,2.25,7,4,1.75,1.0,0,0,0,0,0.8,-0.5999999999999999,0.6000000000000001,-0.55
2021-10-31,Fiorentina,Spezia,3,0,H,6,1.2,5,4,1.0,0.8,11,1.1,17,18,1.7,1.8,4,0.8,5,10,1.0,2.0,6,0.6,11,26,1.1,2.6,1,0,1,2,0.3999999999999999,-1.0,0.19999999999999996,0.5000000000000001
2021-10-31,Inter,Udinese,2,0,H,8,1.6,8,7,1.6,1.4,26,2.6,30,8,3.0,0.8,4,0.8,6,7,1.2,1.4,12,1.2,16,22,1.6,2.2,1,0,1,2,0.8,0.20000000000000018,-0.19999999999999996,1.4000000000000001
2021-10-31,Genoa,Venezia,0,0,D,3,0.6,8,10,1.6,2.0,8,0.8,17,19,1.7,1.9,5,1.0,5,7,1.0,1.4,4,0.6666666666666666,4,12,0.6666666666666666,2.0,0,0,0,0,-0.4,0.20000000000000018,-1.0,0.13333333333333341
2021-11-01,Bologna,Cagliari,2,0,H,4,0.8,8,12,1.6,2.4,15,1.5,20,19,2.0,1.9,4,0.8,5,9,1.0,1.8,9,0.9,9,16,0.9,1.6,1,1,0,2,0.0,-0.19999999999999996,-1.4,0.6
2021-11-05,Empoli,Genoa,2,2,D,6,1.2,7,11,1.4,2.2,3,0.5,7,16,1.1666666666666667,2.6666666666666665,3,0.6,5,7,1.0,1.4,11,1.1,15,19,1.5,1.9,0,0,0,0,0.6,0.0,-1.2000000000000002,-0.6000000000000001
2021-11-06,Spezia,Torino,1,0,H,4,0.8,4,11,0.8,2.2,12,1.2,17,18,1.7,1.8,6,1.2,6,5,1.2,1.0,10,1.0,7,11,0.7,1.1,1,0,1,2,-0.3999999999999999,-0.19999999999999996,-1.0000000000000002,0.19999999999999996
2021-11-06,Juventus,Fiorentina,1,0,H,7,1.4,5,5,1.0,1.0,19,1.9,17,14,1.7,1.4,6,1.2,7,4,1.4,0.8,15,1.5,11,11,1.1,1.1,0,1,1,2,0.19999999999999996,0.19999999999999996,0.3999999999999999,0.3999999999999999
2021-11-06,Cagliari,Atalanta,1,2,A,4,0.8,5,9,1.0,1.8,12,1.2,16,17,1.6,1.7,8,1.6,12,8,2.4,1.6,24,2.4,26,14,2.6,1.4,0,2,0,2,-0.8,-0.6000000000000001,0.5999999999999999,-1.2
2021-11-07,Milan,Inter,1,1,D,15,3.0,13,7,2.6,1.4,23,2.3,18,7,1.8,0.7,10,2.0,8,5,1.6,1.0,18,1.8,19,13,1.9,1.3,1,1,0,2,1.0,1.6,0.20000000000000018,0.4999999999999998
