date,match,won,odds,prob,ev,stake,profit,bankroll,cumsum,peak,dd
2025-01-18,Atalanta vs Napoli,False,3.25,0.387,25.775000000000013,72.28914852821453,-72.28914852821453,1373.493822036076,373.49382203607564,1621.7766198585978,-1248.282797822522
2025-01-19,Verona vs Lazio,False,3.5,0.387,35.45,68.6746911018038,-68.6746911018038,1304.8191309342722,304.8191309342718,1621.7766198585978,-1316.9574889243258
2025-01-19,Fiorentina vs Torino,True,3.4,0.387,31.58000000000001,65.2409565467136,156.57829571211263,1461.3974266463847,461.3974266463845,1621.7766198585978,-1160.3791932122133
2025-01-19,Cagliari vs Lecce,False,3.3,0.387,27.70999999999999,73.06987133231924,-73.06987133231924,1388.3275553140654,388.32755531406525,1621.7766198585978,-1233.4490645445326
2025-01-20,Como vs Udinese,False,3.4,0.387,31.58000000000001,69.41637776570327,-69.41637776570327,1318.911177548362,318.911177548362,1621.7766198585978,-1302.8654423102357
2025-01-25,Empoli vs Bologna,True,3.3,0.387,27.70999999999999,65.94555887741811,151.67478541806165,1470.5859629664237,470.5859629664236,1621.7766198585978,-1151.190656892174
2025-01-26,Lazio vs Fiorentina,False,3.5,0.387,35.45,73.52929814832119,-73.52929814832119,1397.0566648181025,397.05666481810243,1621.7766198585978,-1224.7199550404953
2025-01-26,Udinese vs Roma,False,3.3,0.387,27.70999999999999,69.85283324090513,-69.85283324090513,1327.2038315771974,327.2038315771973,1621.7766198585978,-1294.5727882814003
2025-01-27,Venezia vs Verona,True,3.5,0.387,35.45,66.36019157885987,165.90047894714968,1493.104310524347,493.104310524347,1621.7766198585978,-1128.6723093342507
2025-01-31,Parma vs Lecce,False,3.4,0.387,31.58000000000001,74.65521552621736,-74.65521552621736,1418.4490949981298,418.4490949981296,1621.7766198585978,-1203.3275248604682
2025-02-01,Udinese vs Venezia,False,3.4,0.387,31.58000000000001,70.92245474990649,-70.92245474990649,1347.5266402482232,347.52664024822315,1621.7766198585978,-1274.2499796103746
2025-02-01,Bologna vs Como,False,3.5,0.387,35.45,67.37633201241117,-67.37633201241117,1280.150308235812,280.15030823581196,1621.7766198585978,-1341.6263116227858
